session_id,customer_id,start_ts,end_ts,device,ip_hash,utm_source,utm_campaign
S000036,C01648,2025-11-16 05:28:27,2025-11-16 05:39:27,web_mobile,3675637623d14be8,ads_google,black_friday
S000037,C01152,2025-12-03 09:13:49,2025-12-03 09:19:49,web_desktop,334241abb18d443d,ads_google,none
S000038,C00822,2025-11-07 10:39:04,2025-11-07 10:45:04,android,5b43c313491d4fac,ads_google,fall_sale
S000039,C01071,2025-11-20 13:53:47,2025-11-20 14:03:47,web_mobile,709ea4b1f7be4f80,email,xmas_push
S000040,C00505,2025-12-15 10:27:48,2025-12-15 10:42:48,web_mobile,7f37843cce514973,ads_google,fall_sale
S000041,C00115,2025-11-30 13:03:25,2025-11-30 13:25:25,web_desktop,2000a12edb264fbf,email,none
S000042,C01440,2025-12-03 21:49:16,2025-12-03 22:03:16,web_desktop,67f71d9eda21451a,affiliate,black_friday
S000043,C01791,2025-11-14 02:59:34,2025-11-14 03:13:34,android,fedc8c563af44e38,direct,retargeting
S000044,C00995,2025-11-08 10:11:11,2025-11-08 10:36:11,ios,dbb49101f6a34a55,email,fall_sale
S000045,C00223,2025-11-29 08:17:58,2025-11-29 08:19:58,ios,6b5c414082f44df4,ads_meta,black_friday
S000046,C00636,2025-12-15 12:58:31,2025-12-15 13:16:31,web_mobile,29194fe0e6ef4559,seo,retargeting
S000047,C01973,2025-12-20 15:47:07,2025-12-20 16:08:07,ios,e6fe80a7d148457b,seo,xmas_push
S000048,C00672,2025-11-14 04:38:50,2025-11-14 04:47:50,android,058489cd679e4fde,ads_meta,fall_sale
S000049,C00958,2025-12-24 19:12:32,2025-12-24 19:16:32,ios,0779d2f8d97a4a51,affiliate,fall_sale
S000050,C00933,2025-11-15 15:02:04,2025-11-15 15:20:04,ios,6c1724f1caae4db9,direct,xmas_push
S000051,C00096,2025-12-09 23:36:13,2025-12-09 23:49:13,web_mobile,8343ebdcfe02423a,seo,xmas_push
S000052,C02155,2025-12-22 16:15:32,2025-12-22 16:34:32,ios,2e2860ec82254cc2,ads_meta,none
S000053,C00632,2025-11-27 03:28:26,2025-11-27 03:43:26,web_mobile,8c6456cf04414ea7,seo,retargeting
S000054,C01702,2025-12-13 05:38:10,2025-12-13 05:50:10,ios,927bbd0932024acd,email,black_friday
S000055,C01950,2025-11-20 00:28:43,2025-11-20 00:45:43,web_desktop,bca7607dbfdb41f0,affiliate,xmas_push
S000056,C00698,2025-11-02 11:19:22,2025-11-02 11:24:22,ios,9e13e060f4154f30,seo,none
S000057,C00032,2025-12-12 10:42:43,2025-12-12 11:01:43,android,4b8cb40989a7405f,affiliate,retargeting
S000058,C02114,2025-12-23 12:31:44,2025-12-23 12:39:44,android,b5afd2fee43b40c0,affiliate,retargeting
S000059,C01203,2025-11-20 23:24:34,2025-11-20 23:36:34,android,9d38ad30a3fe47be,email,fall_sale
S000060,C00779,2025-12-01 23:25:30,2025-12-01 23:42:30,web_desktop,c03e259f6a0d4f3c,affiliate,none
S000061,C01467,2025-11-05 06:44:01,2025-11-05 07:01:01,ios,ee642137a4294f2c,email,none
S000062,C00916,2025-11-02 11:03:13,2025-11-02 11:07:13,web_desktop,482803dcc7c24b10,seo,fall_sale
S000063,C00549,2025-12-18 17:33:24,2025-12-18 17:57:24,web_desktop,2fe701fea03b447f,seo,black_friday
S000064,C02249,2025-12-30 05:51:48,2025-12-30 06:16:48,web_desktop,0d46f2dbc3b9475c,affiliate,xmas_push
S000065,C01894,2025-11-04 16:30:29,2025-11-04 16:40:29,android,01371df9da804906,email,fall_sale
S000066,C02097,2025-12-15 17:09:41,2025-12-15 17:18:41,web_desktop,fdecc41914ba4135,seo,xmas_push
S000067,C01704,2025-12-21 03:13:17,2025-12-21 03:21:17,ios,c0c9bb9ae73144ec,affiliate,none
S000068,C02311,2025-11-01 07:01:34,2025-11-01 07:19:34,ios,9975c029252b47aa,direct,fall_sale
S000069,C01157,2025-12-13 09:25:01,2025-12-13 09:37:01,ios,7019d9041fb14bd1,ads_google,black_friday
S000070,C02031,2025-12-06 21:04:03,2025-12-06 21:09:03,android,d11fe263aab445b6,ads_google,xmas_push
S000071,C01834,2025-12-27 18:01:53,2025-12-27 18:06:53,ios,a351c315f6ac47b3,ads_meta,xmas_push
S000072,C00344,2025-12-07 12:06:23,2025-12-07 12:12:23,web_desktop,271e1d10a59b441f,affiliate,xmas_push
S000073,C01200,2025-12-14 17:50:45,2025-12-14 17:59:45,web_desktop,5c5e87642e3a44db,ads_google,none
S000074,C02059,2025-11-11 20:06:42,2025-11-11 20:17:42,web_desktop,ae21de4a38c04754,direct,xmas_push
S000075,C02249,2025-11-09 03:57:23,2025-11-09 04:15:23,web_desktop,f49cf12230574063,affiliate,retargeting
S000076,C00945,2025-12-01 14:48:15,2025-12-01 14:55:15,ios,8996a4b2a1dd453e,ads_google,xmas_push
S000077,C00926,2025-11-25 16:11:50,2025-11-25 16:21:50,android,8b3049ae59e64c2d,ads_google,none
S000078,C02051,2025-12-22 10:22:00,2025-12-22 10:33:00,web_mobile,d7bac4c3c2d54b03,direct,fall_sale
S000079,C01331,2025-12-18 03:20:39,2025-12-18 03:29:39,web_desktop,2bf186921a754046,email,xmas_push
S000080,C02004,2025-11-08 06:49:42,2025-11-08 07:05:42,web_desktop,85d3546609b041b2,ads_google,xmas_push
S000081,C01788,2025-12-17 08:50:49,2025-12-17 09:09:49,web_desktop,531e9f6abfa64c11,ads_meta,fall_sale
S000082,C02247,2025-12-04 10:29:27,2025-12-04 10:53:27,ios,413f5c0a477d4aae,ads_google,retargeting
S000083,C01940,2025-11-25 23:14:24,2025-11-25 23:20:24,web_mobile,0cb690156fd94fba,ads_google,none
S000084,C02157,2025-12-15 02:35:25,2025-12-15 02:54:25,web_desktop,2d9b327050fe440a,direct,fall_sale
S000085,C02156,2025-12-06 13:29:02,2025-12-06 13:31:02,web_mobile,5bd31fb183fe4303,direct,none
S000086,C00052,2025-12-12 13:07:23,2025-12-12 13:10:23,ios,60e3283b504445d3,affiliate,fall_sale
S000087,C02160,2025-12-26 11:08:40,2025-12-26 11:19:40,web_mobile,b1c054117bca4ddd,ads_meta,black_friday
S000088,C00295,2025-12-06 04:51:13,2025-12-06 04:58:13,web_mobile,e86cc664593243ce,seo,retargeting
S000089,C02113,2025-12-09 12:03:23,2025-12-09 12:28:23,ios,06512e5c3ad34672,direct,black_friday
S000090,C00465,2025-12-08 13:24:42,2025-12-08 13:44:42,web_mobile,c2f960a06e454c60,seo,fall_sale
S000091,C02306,2025-12-15 21:46:21,2025-12-15 22:08:21,android,9fe4307808574efd,ads_meta,fall_sale
S000092,C01670,2025-12-01 06:25:00,2025-12-01 06:37:00,web_desktop,318cc9a2f2424a1b,ads_google,none
S000093,C00634,2025-12-19 16:47:53,2025-12-19 17:06:53,ios,f8f3003f805e4f21,affiliate,fall_sale
S000094,C01355,2025-11-13 20:03:24,2025-11-13 20:20:24,web_mobile,832fc20a43ab4ad3,ads_google,none
S000095,C01525,2025-12-02 21:59:16,2025-12-02 22:08:16,ios,f45bab6161934810,affiliate,none
S000096,C00210,2025-11-01 18:05:23,2025-11-01 18:10:23,ios,32ef0f39878f4ce8,seo,fall_sale
S000097,C02137,2025-11-12 11:55:28,2025-11-12 12:07:28,web_mobile,50bce62e39824493,ads_meta,none
S000098,C02076,2025-11-11 03:42:26,2025-11-11 03:53:26,web_desktop,27eb075b429a4d68,ads_meta,retargeting
S000099,C00238,2025-11-02 14:25:33,2025-11-02 14:42:33,android,7e66420e7c024451,direct,black_friday
S000100,C00336,2025-11-16 09:06:24,2025-11-16 09:19:24,web_desktop,d4167370ab274203,seo,fall_sale
S000101,C02111,2025-12-31 00:52:23,2025-12-31 01:15:23,web_desktop,7ff2be0205644280,affiliate,none
S000102,C01577,2025-12-09 17:24:18,2025-12-09 17:28:18,ios,6b80ca9acc1647bf,direct,none
S000103,C00500,2025-11-22 09:31:38,2025-11-22 09:43:38,web_mobile,5eb1d8de001a4344,seo,none
S000104,C01565,2025-11-18 02:56:21,2025-11-18 03:21:21,android,3a75a74c95944fea,direct,none
S000105,C00791,2025-12-11 14:38:59,2025-12-11 14:55:59,web_desktop,374dae7ce2e84540,direct,retargeting
S000106,C01136,2025-11-01 04:02:39,2025-11-01 04:27:39,web_mobile,1652124c3ea94605,ads_meta,fall_sale
S000107,C02349,2025-11-23 21:56:12,2025-11-23 22:00:12,web_desktop,8f3ba3eea43041ca,ads_meta,fall_sale
S000108,C00229,2025-12-07 08:32:28,2025-12-07 08:43:28,web_mobile,52a322c01ff743d2,ads_google,retargeting
S000109,C00150,2025-11-22 19:10:37,2025-11-22 19:32:37,web_mobile,eeec821738244f9c,ads_google,retargeting
S000110,C01779,2025-11-06 16:47:41,2025-11-06 17:04:41,web_desktop,8b21547924dd4aa7,ads_meta,retargeting
S000111,C01625,2025-12-10 15:20:44,2025-12-10 15:28:44,web_desktop,5c840cd8b2e24df8,ads_meta,fall_sale
S000112,C00333,2025-12-20 00:37:14,2025-12-20 00:53:14,web_desktop,6042be3d62044f88,direct,xmas_push
S000113,C00174,2025-12-07 07:35:31,2025-12-07 07:51:31,android,81b9b09d241145ff,ads_google,black_friday
S000114,C01367,2025-12-03 17:26:25,2025-12-03 17:37:25,android,f4e38cb6d0b648ef,ads_meta,retargeting
S000115,C02109,2025-11-20 15:09:21,2025-11-20 15:13:21,ios,7c8f6c5be57546a3,seo,retargeting
S000116,C01085,2025-12-21 20:09:14,2025-12-21 20:16:14,ios,119e3f74df9a4d07,seo,fall_sale
S000117,C00819,2025-12-29 05:20:19,2025-12-29 05:39:19,web_mobile,062d57ef56084d3a,ads_google,fall_sale
S000118,C01702,2025-12-14 13:39:32,2025-12-14 14:02:32,web_mobile,ce1cc5f848044c9f,seo,black_friday
S000119,C02264,2025-12-11 14:13:31,2025-12-11 14:19:31,ios,334f6dfc79ee435e,affiliate,none
S000120,C01613,2025-12-07 04:15:23,2025-12-07 04:32:23,ios,fa74ddbb4b5244a9,direct,fall_sale
S000121,C00624,2025-11-17 13:38:03,2025-11-17 13:52:03,web_mobile,da944e4223064d1b,ads_google,black_friday
S000122,C00578,2025-11-13 22:35:27,2025-11-13 22:39:27,web_desktop,3f6b11c43fc447c7,affiliate,fall_sale
S000123,C00423,2025-11-16 05:26:00,2025-11-16 05:42:00,web_mobile,b88c6bc3ac684e0f,ads_meta,fall_sale
S000124,C01395,2025-11-30 09:40:32,2025-11-30 10:04:32,web_desktop,178eac41b9ce40c2,affiliate,fall_sale
S000125,C01230,2025-12-29 15:25:26,2025-12-29 15:46:26,web_mobile,2457424ccad249e3,seo,xmas_push
S000126,C00754,2025-12-31 17:56:19,2025-12-31 18:03:19,web_desktop,bc8c5ce5ee794d1f,direct,xmas_push
S000127,C00747,2025-11-11 16:30:26,2025-11-11 16:53:26,android,a74e62e3851d4351,ads_meta,retargeting
S000128,C00688,2025-12-12 05:57:43,2025-12-12 06:02:43,web_mobile,5c8129aa97054bcc,email,xmas_push
S000129,C00723,2025-12-27 19:23:20,2025-12-27 19:39:20,web_mobile,4af142feedb94726,direct,black_friday
S000130,C01567,2025-12-12 06:03:42,2025-12-12 06:22:42,web_mobile,cf3d9c6e3da049cb,seo,fall_sale
S000131,C00747,2025-12-06 01:31:58,2025-12-06 01:41:58,android,c10c0af21ddc4bc9,direct,xmas_push
S000132,C00242,2025-11-06 07:57:30,2025-11-06 08:18:30,web_mobile,c12d9c06b4264786,email,fall_sale
S000133,C00708,2025-12-09 22:47:55,2025-12-09 22:52:55,android,7333bd8343114c43,email,none
S000134,C00435,2025-11-24 21:01:44,2025-11-24 21:18:44,android,47821979343a489c,direct,retargeting
S000135,C00781,2025-11-02 19:17:26,2025-11-02 19:36:26,android,dd6dd3d501564cc2,ads_meta,xmas_push
S000136,C00484,2025-11-09 04:35:44,2025-11-09 04:41:44,ios,3700d467bff545cb,affiliate,fall_sale
S000137,C02432,2025-12-06 07:45:08,2025-12-06 07:59:08,web_mobile,455d32cb23f64d8c,ads_meta,none
S000138,C01534,2025-12-26 15:52:57,2025-12-26 15:59:57,web_desktop,ccfce6c4235242eb,email,retargeting
S000139,C00170,2025-12-20 13:22:04,2025-12-20 13:45:04,web_desktop,081f28a3cd644c0e,ads_google,retargeting
S000140,C01021,2025-11-04 04:26:36,2025-11-04 04:46:36,web_mobile,748bfa55f65441f7,ads_google,none
S000141,C00869,2025-11-12 13:46:55,2025-11-12 13:59:55,web_mobile,774ab351aa904766,ads_meta,xmas_push
S000142,C02371,2025-12-27 02:52:43,2025-12-27 03:08:43,web_mobile,8811b39f4f174810,ads_google,xmas_push
S000143,C00848,2025-12-22 05:18:48,2025-12-22 05:28:48,web_mobile,5624e250fa774e83,ads_meta,fall_sale
S000144,C01498,2025-12-12 02:43:33,2025-12-12 02:51:33,web_mobile,d097fcd384ed4c04,seo,black_friday
S000145,C00696,2025-11-18 11:32:49,2025-11-18 11:47:49,web_mobile,4e803b1405c04693,ads_meta,fall_sale
S000146,C02407,2025-11-26 01:57:47,2025-11-26 02:17:47,ios,64aa0ed478fe4f90,seo,fall_sale
S000147,C00032,2025-12-10 12:45:33,2025-12-10 13:06:33,android,2b280af65cd94adf,affiliate,fall_sale
S000148,C00177,2025-12-21 19:25:23,2025-12-21 19:42:23,web_desktop,477aba03511e4abc,email,none
S000149,C02113,2025-12-23 10:02:31,2025-12-23 10:26:31,ios,40028fb4b8564d26,ads_google,retargeting
S000150,C02075,2025-11-08 04:08:14,2025-11-08 04:33:14,web_mobile,3a446523f3304d92,affiliate,retargeting
S000151,C01503,2025-11-21 10:09:10,2025-11-21 10:32:10,android,fd56c846417e4a5b,affiliate,black_friday
S000152,C02316,2025-11-15 22:22:31,2025-11-15 22:27:31,android,c84941bb6d244a6e,email,xmas_push
S000153,C00066,2025-12-15 22:24:58,2025-12-15 22:37:58,ios,ba22eeabd7a84293,direct,fall_sale
S000154,C00133,2025-12-05 08:51:54,2025-12-05 09:10:54,ios,53598e1bcd4e44ea,direct,none
S000155,C01929,2025-12-15 03:36:59,2025-12-15 03:45:59,android,b02b5887af3d4232,affiliate,none
S000156,C00916,2025-11-24 00:04:10,2025-11-24 00:22:10,web_desktop,70c2cc01b92d4375,affiliate,fall_sale
S000157,C02130,2025-12-30 18:40:08,2025-12-30 19:05:08,web_desktop,dcf09c55ddb24a2e,email,none
S000158,C01917,2025-12-30 09:06:13,2025-12-30 09:10:13,ios,378b8049183c4d99,ads_meta,none
S000159,C01855,2025-11-11 13:02:46,2025-11-11 13:07:46,android,92f412aa6cbc40a9,ads_meta,fall_sale
S000160,C01352,2025-12-31 15:15:05,2025-12-31 15:26:05,web_mobile,bdcf96f738c34e65,ads_google,black_friday
S000161,C00585,2025-11-29 20:00:00,2025-11-29 20:17:00,web_mobile,66b1625e02f144ca,email,none
S000162,C02375,2025-12-27 05:57:29,2025-12-27 06:18:29,web_mobile,a006bb88344d4b8f,direct,retargeting
S000163,C01149,2025-11-14 16:39:00,2025-11-14 16:42:00,web_mobile,b7e50b47efe14879,email,retargeting
S000164,C02258,2025-11-27 11:07:42,2025-11-27 11:20:42,android,6b15f4d2271641ac,email,retargeting
S000165,C01749,2025-12-09 16:30:24,2025-12-09 16:47:24,web_desktop,6fafe9fb50f94f80,ads_google,fall_sale
S000166,C02181,2025-12-19 13:23:00,2025-12-19 13:34:00,web_mobile,6dee3e953dd14ef4,ads_meta,retargeting
S000167,C02205,2025-12-14 19:04:44,2025-12-14 19:10:44,android,16de045bda9b478f,affiliate,xmas_push
S000168,C01893,2025-12-27 21:37:54,2025-12-27 21:50:54,ios,ae7c176acd58438a,direct,none
S000169,C02430,2025-12-28 15:30:33,2025-12-28 15:34:33,web_mobile,017fac5bfea542bb,ads_google,black_friday
S000170,C00974,2025-11-21 00:57:51,2025-11-21 01:10:51,ios,8e8a6c9d414b4617,direct,retargeting
S000171,C01443,2025-11-20 08:13:27,2025-11-20 08:15:27,web_mobile,d424cf662aa0421f,direct,fall_sale
S000172,C00234,2025-11-22 23:25:13,2025-11-22 23:28:13,ios,db1e8cb4154241e1,ads_meta,black_friday
S000173,C01478,2025-11-02 20:14:30,2025-11-02 20:26:30,web_desktop,3ef0264095784803,affiliate,fall_sale
S000174,C01594,2025-12-25 12:55:59,2025-12-25 13:08:59,android,1581791f8968430a,affiliate,black_friday
S000175,C00771,2025-12-17 14:45:55,2025-12-17 14:53:55,ios,bdd480dea8734c89,ads_meta,black_friday
S000176,C02349,2025-12-11 15:27:52,2025-12-11 15:29:52,web_desktop,3a4513ae30c04fce,ads_google,none
S000177,C00306,2025-11-15 07:44:48,2025-11-15 07:58:48,android,beb4e3d6f4e34c3c,seo,black_friday
S000178,C00002,2025-12-14 21:44:52,2025-12-14 21:58:52,ios,b523a2f51c6d4565,ads_google,xmas_push
S000179,C00271,2025-12-10 20:25:48,2025-12-10 20:28:48,ios,616998d1ab5c4191,ads_google,xmas_push
S000180,C00421,2025-11-18 14:02:26,2025-11-18 14:13:26,ios,44ac49ad4e6f4590,seo,xmas_push
S000181,C00864,2025-11-25 23:44:25,2025-11-26 00:08:25,ios,833874e632d84eda,direct,fall_sale
S000182,C01877,2025-11-24 10:15:08,2025-11-24 10:17:08,web_mobile,093d3316e58a42b1,email,none
S000183,C01010,2025-12-23 10:20:56,2025-12-23 10:28:56,web_desktop,17e96a6587e04aff,seo,fall_sale
S000184,C01061,2025-12-13 15:09:24,2025-12-13 15:23:24,web_desktop,9d047ea0d36f4142,email,retargeting
S000185,C00107,2025-11-22 18:41:26,2025-11-22 19:06:26,android,ded291c17e8341ce,direct,xmas_push
S000186,C01849,2025-12-14 19:13:05,2025-12-14 19:16:05,ios,b4d6da73e4314ee6,seo,none
S000187,C02329,2025-11-25 06:37:50,2025-11-25 06:58:50,web_mobile,ed26502af4594951,ads_meta,xmas_push
S000188,C01134,2025-12-22 21:07:39,2025-12-22 21:15:39,ios,01f2cb5602214cd6,ads_google,none
S000189,C00549,2025-12-22 19:07:15,2025-12-22 19:25:15,web_desktop,a3757186f259401f,seo,fall_sale
S000190,C01621,2025-11-29 14:33:02,2025-11-29 14:56:02,android,5add7614fdcc41b6,seo,fall_sale
S000191,C01838,2025-12-17 18:35:20,2025-12-17 18:41:20,web_desktop,b88c7a396f814e2e,direct,xmas_push
S000192,C02236,2025-12-18 18:17:40,2025-12-18 18:29:40,web_mobile,1c7ed6ac8f2f4eba,ads_meta,black_friday
S000193,C01512,2025-11-23 21:36:36,2025-11-23 21:59:36,web_desktop,6706a3b335e147f6,seo,none
S000194,C01378,2025-11-11 05:57:44,2025-11-11 06:22:44,web_desktop,d80c883f44934f55,ads_meta,retargeting
S000195,C00019,2025-11-05 05:14:09,2025-11-05 05:26:09,web_mobile,54ad39d2ca5c4e2f,email,black_friday
S000196,C00859,2025-12-08 13:07:36,2025-12-08 13:19:36,web_mobile,2f010b3f34dc46f5,seo,fall_sale
S000197,C01417,2025-12-03 01:27:30,2025-12-03 01:45:30,web_desktop,1c9d763606db44e4,ads_meta,none
S000198,C01285,2025-11-19 04:53:00,2025-11-19 05:13:00,ios,d427c88138104d18,ads_google,black_friday
S000199,C00410,2025-12-28 19:03:13,2025-12-28 19:12:13,web_mobile,7dace840a017441b,direct,retargeting
S000200,C01427,2025-11-26 05:04:31,2025-11-26 05:25:31,ios,a1ff76711f074f6e,affiliate,black_friday
S000201,C01694,2025-11-04 06:47:15,2025-11-04 07:02:15,android,b1c0b3a6152f4600,ads_meta,retargeting
S000202,C00624,2025-11-14 15:02:57,2025-11-14 15:13:57,android,c573fad923da43ee,direct,fall_sale
S000203,C00656,2025-12-31 11:39:16,2025-12-31 11:47:16,web_desktop,e6f8949da7154eb6,affiliate,none
S000204,C00768,2025-12-27 20:45:39,2025-12-27 20:48:39,ios,f4a7b569155e465c,seo,fall_sale
S000205,C00018,2025-12-29 03:15:16,2025-12-29 03:33:16,web_mobile,04dd420fcfc24ede,seo,none
S000206,C02232,2025-12-22 19:03:08,2025-12-22 19:05:08,web_desktop,1f9aeccd3e554962,email,black_friday
S000207,C02453,2025-11-27 14:48:59,2025-11-27 15:02:59,ios,f1a8e315c7db4e53,direct,fall_sale
S000208,C01817,2025-12-22 16:22:39,2025-12-22 16:42:39,ios,b670a4e9ab2a4781,ads_google,none
S000209,C01781,2025-12-06 08:35:10,2025-12-06 08:50:10,web_mobile,2c828b8dca7243ea,ads_google,retargeting
S000210,C00008,2025-12-28 06:44:33,2025-12-28 07:03:33,web_desktop,4faaa6c6e5ff482c,ads_meta,none
S000211,C00705,2025-12-23 07:24:08,2025-12-23 07:45:08,web_desktop,ded1a4cfe51b43ef,ads_google,fall_sale
S000212,C01342,2025-11-07 20:53:13,2025-11-07 21:08:13,web_mobile,60bf2d436df74112,affiliate,fall_sale
S000213,C01160,2025-11-13 03:57:35,2025-11-13 04:13:35,android,b93cf880a25f4497,direct,black_friday
S000214,C00531,2025-12-01 10:59:12,2025-12-01 11:14:12,web_mobile,70c644bd52c840d4,seo,retargeting
S000215,C02022,2025-11-17 10:31:35,2025-11-17 10:56:35,android,b89f24b46c5f4048,direct,none
S000216,C02494,2025-12-30 23:27:55,2025-12-30 23:33:55,web_mobile,14ab0d15f60048cd,direct,fall_sale
S000217,C01716,2025-12-27 20:31:16,2025-12-27 20:48:16,web_desktop,ab9eb8db5d8840c2,seo,none
S000218,C02244,2025-11-06 21:00:07,2025-11-06 21:06:07,ios,d8c8623c81b74e4b,affiliate,xmas_push
S000219,C01761,2025-11-07 14:38:17,2025-11-07 15:01:17,android,b8768e5add8b45df,direct,retargeting
S000220,C01347,2025-11-28 06:53:34,2025-11-28 07:07:34,web_desktop,3cb464780a83434c,ads_google,retargeting
S000221,C01797,2025-11-25 15:29:17,2025-11-25 15:46:17,ios,dfce9e28ab2b4c1e,ads_meta,xmas_push
S000222,C01686,2025-11-30 20:47:53,2025-11-30 21:03:53,android,314accc4ff1e40dc,ads_meta,retargeting
S000223,C01803,2025-12-15 20:01:32,2025-12-15 20:07:32,web_desktop,704b2fbf76064339,direct,xmas_push
S000224,C00044,2025-12-30 05:46:05,2025-12-30 06:08:05,web_mobile,e23383129c95415c,affiliate,none
S000225,C00489,2025-11-15 01:42:26,2025-11-15 02:06:26,web_desktop,dd7875eaf158479d,seo,xmas_push
S000226,C00181,2025-12-30 14:43:18,2025-12-30 14:50:18,ios,2b2f72dd01224aa0,email,black_friday
S000227,C02422,2025-11-10 12:07:38,2025-11-10 12:21:38,web_desktop,d178fbb93c204f92,affiliate,xmas_push
S000228,C00628,2025-12-02 19:14:01,2025-12-02 19:31:01,web_mobile,71d4e7c70ce9457b,direct,none
S000229,C00957,2025-12-02 16:33:18,2025-12-02 16:44:18,android,7f23d73c81fa4da3,direct,retargeting
S000230,C02115,2025-11-09 19:56:41,2025-11-09 19:59:41,web_mobile,e873362a58404992,email,black_friday
S000231,C01549,2025-11-21 21:43:51,2025-11-21 21:57:51,android,13ab341e23d14421,ads_meta,xmas_push
S000232,C01116,2025-12-20 15:50:24,2025-12-20 16:08:24,android,d97a2133b9f54ac6,affiliate,none
S000233,C01782,2025-12-04 02:15:19,2025-12-04 02:17:19,ios,119676e3695449b7,ads_meta,black_friday
S000234,C00651,2025-12-06 11:16:22,2025-12-06 11:21:22,web_desktop,0173b3e4ba434d09,email,black_friday
S000235,C01877,2025-11-03 10:52:25,2025-11-03 11:11:25,web_mobile,4017fcd96e2b4614,seo,black_friday
S000236,C01268,2025-11-26 22:02:16,2025-11-26 22:09:16,ios,4a35b496c51644c8,direct,xmas_push
